Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,READM-30-AMI-HRRP,READM-30-COPD-HRRP,READM-30-HF-HRRP,READM-30-HIP-KNEE-HRRP,READM-30-PN-HRRP,Central line-associated blood stream infections (CLABSI),Catheter-Associated Urinary Tract Infections (CAUTI),Surgical Site Infection from colon surgery (SSI: Colon),Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),Payment for heart attack patients,SCIP-Inf-1_Achievement Points,SCIP-Inf-2_Achievement Points,SCIP-Inf-3_Achievement Points,SCIP-Inf-4_Achievement Points,SCIP-Inf-9_Achievement Points,Communication with Nurses Achievement Points,Communication with Doctors Achievement Points,Responsiveness of Hospital Staff Achievement Points,Pain Management Achievement Points,Communication about Medicines Achievement Points,Cleanliness and Quietness of Hospital Environment Achievement Points,Discharge Information Achievement Points,Overall Rating of Hospital Achievement Points,HF-1 Achievement Points,MORT-30-AMI Achievement Points,MORT-30-HF Achievement Points,MORT-30-PN Performance Rate,PN-3b Achievement Points,PN-6 Achievement Points,SCIP-Card-2 Achievement Points,SCIP-VTE-2 Achievement Points,Weighted Clinical Process of Care Domain Score,Weighted Patient Experience of Care Domain Score,Weighted Outcome Domain Score,Weighted Efficiency Domain Score,Total Performance Score,Home Health Agency,Hospice,Inpatient,Outpatient,Skilled Nursing Facility,Durable Medical Equipment,Carrier,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Median
10073,CLAY COUNTY HOSPITAL,83825 HIGHWAY 9    P O BOX 1270,ASHLAND,AL,36251,CLAY,Not Available,18.7,22.5,Not Available,13.5,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 out of 10,10 out of 10,9 out of 10,9 out of 10,0 out of 10,6 out of 10,4 out of 10,5 out of 10,0 out of 10,Not Available,Not Available,0.89562,10 out of 10,0 out of 10,Not Available,Not Available,Not Available,25.125,28.125,10,63.25,$518 ,$47 ,"$1,928 ",$304 ,"$1,791 ",$45 ,$700 ,0.90,"34,798"
10078,NORTHEAST ALABAMA REGIONAL MED CENTER,400 EAST 10TH STREET,ANNISTON,AL,36207,CALHOUN,20.4,19.8,24,5.1,18.7,1.113,0.582,0.229,0.000,1.153,0.511,23027,3 out of 10,0 out of 10,1 out of 10,1 out of 10,2 out of 10,1 out of 10,4 out of 10,0 out of 10,1 out of 10,0 out of 10,2 out of 10,2 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0.90329,0 out of 10,0 out of 10,0 out of 10,0 out of 10,4.1818181818,9.6,7.8,0,21.5818181818,$877 ,$131 ,"$2,511 ",$521 ,"$2,632 ",$109 ,"$1,189 ",0.98,"50,954"
10079,ATHENS-LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,AL,35611,LIMESTONE,Not Available,19.3,22.3,4.8,16.3,Not Available,1.031,Not Available,Not Available,0.728,1.273,Not Available,5 out of 10,0 out of 10,0 out of 10,Not Available,10 out of 10,5 out of 10,2 out of 10,2 out of 10,2 out of 10,5 out of 10,6 out of 10,6 out of 10,3 out of 10,0 out of 10,Not Available,0 out of 10,0.87648,1 out of 10,0 out of 10,0 out of 10,8 out of 10,10.8888888889,15.6,6,4,36.4888888889,$812 ,$113 ,"$1,708 ",$495 ,"$3,005 ",$86 ,$936 ,0.96,"37,504"
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,BALDWIN,19.9,17.5,22.3,7.8,15.5,0.000,0.000,Not Available,Not Available,0.000,0.305,22248,6 out of 10,3 out of 10,10 out of 10,Not Available,10 out of 10,5 out of 10,5 out of 10,4 out of 10,7 out of 10,8 out of 10,5 out of 10,9 out of 10,5 out of 10,10 out of 10,4 out of 10,4 out of 10,0.86258,10 out of 10,10 out of 10,10 out of 10,10 out of 10,17.5555555556,20.7,13.8,0,52.0555555556,$986 ,$178 ,"$1,635 ",$489 ,"$2,114 ",$138 ,$987 ,1.00,"39,141"
10085,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,1201 7TH STREET SE,DECATUR,AL,35601,MORGAN,18.3,18.8,21.4,5.3,18.1,0.534,0.223,0.000,0.000,0.482,0.317,20750,6 out of 10,5 out of 10,6 out of 10,Not Available,9 out of 10,4 out of 10,7 out of 10,2 out of 10,3 out of 10,4 out of 10,4 out of 10,5 out of 10,2 out of 10,0 out of 10,Not Available,2 out of 10,0.87006,0 out of 10,6 out of 10,8 out of 10,5 out of 10,10.2222222222,15.3,17.25,4,46.7722222222,$762 ,$92 ,"$1,594 ",$417 ,"$2,965 ",$115 ,"$1,174 ",0.95,"38,538"
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,MARION,Not Available,19.9,20,Not Available,15.6,Not Available,Not Available,Not Available,Not Available,Not Available,0.917,20293,Not Available,Not Available,Not Available,Not Available,Not Available,5 out of 10,5 out of 10,2 out of 10,1 out of 10,3 out of 10,6 out of 10,6 out of 10,1 out of 10,0 out of 10,Not Available,Not Available,0.89488,10 out of 10,7 out of 10,0 out of 10,0 out of 10,6.8,14.7,19.5,2,43,$882 ,$255 ,"$1,794 ",$573 ,"$3,136 ",$140 ,$920 ,0.99,"36,503"
10087,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,AL,36617,MOBILE,Not Available,Not Available,Not Available,Not Available,Not Available,0.500,1.813,0.000,Not Available,2.317,0.348,Not Available,4 out of 10,10 out of 10,0 out of 10,10 out of 10,10 out of 10,3 out of 10,3 out of 10,2 out of 10,3 out of 10,6 out of 10,3 out of 10,2 out of 10,5 out of 10,10 out of 10,Not Available,Not Available,0.87753,0 out of 10,10 out of 10,0 out of 10,10 out of 10,13.4,14.1,0,2,29.5,$659 ,$123 ,"$3,363 ",$988 ,"$1,730 ",$143 ,"$1,142 ",0.97,"23,747"
10089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,AL,35502,WALKER,18.9,20.3,22.9,6.8,17.2,Not Available,0.877,0.000,Not Available,1.208,0.484,20070,10 out of 10,3 out of 10,10 out of 10,Not Available,8 out of 10,1 out of 10,2 out of 10,1 out of 10,0 out of 10,2 out of 10,2 out of 10,0 out of 10,0 out of 10,10 out of 10,Not Available,2 out of 10,0.88587,10 out of 10,10 out of 10,10 out of 10,10 out of 10,18,8.1,4,4,34.1,$986 ,$159 ,"$1,754 ",$315 ,"$2,846 ",$140 ,$825 ,0.95,N/A
10090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,36608,MOBILE,15,19,20.3,6.2,17.2,0.175,0.546,0.830,0.377,2.539,0.719,21299,8 out of 10,8 out of 10,3 out of 10,8 out of 10,9 out of 10,0 out of 10,1 out of 10,3 out of 10,2 out of 10,1 out of 10,1 out of 10,1 out of 10,2 out of 10,6 out of 10,0 out of 10,0 out of 10,0.90137,10 out of 10,8 out of 10,1 out of 10,6 out of 10,14,10.2,9,2,35.2,"$1,116 ",$136 ,"$1,716 ",$447 ,"$2,540 ",$158 ,"$1,075 ",0.97,"49,568"
10091,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,GROVE HILL,AL,36451,CLARKE,Not Available,15,20.8,Not Available,13.2,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,0 out of 10,10 out of 10,0 out of 10,Not Available,Not Available,0 out of 10,8 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,Not Available,0 out of 10,0.8639,Not Available,Not Available,Not Available,0 out of 10,5.6,6.3,10.5,10,32.4,$622 ,$322 ,"$1,771 ",$305 ,"$1,951 ",$71 ,$582 ,0.92,"23,369"
10092,D C H REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,35401,TUSCALOOSA,19.2,21.5,22.4,6.6,18.8,0.602,1.159,0.675,1.150,1.374,0.627,21663,5 out of 10,4 out of 10,4 out of 10,10 out of 10,8 out of 10,5 out of 10,3 out of 10,2 out of 10,4 out of 10,3 out of 10,2 out of 10,1 out of 10,3 out of 10,1 out of 10,10 out of 10,0 out of 10,0.88226,5 out of 10,4 out of 10,8 out of 10,6 out of 10,11.4545454545,13.2,12.6,0,37.2545454545,$879 ,$136 ,"$2,772 ",$596 ,"$2,118 ",$120 ,"$1,083 ",0.99,"17,806"
10095,HALE COUNTY HOSPITAL,508 GREEN STREET,GREENSBORO,AL,36744,HALE,Not Available,Not Available,19.4,Not Available,15.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$704 ,$353 ,"$1,210 ",$328 ,"$3,802 ",$140 ,$715 ,0.98,"29,545"
10097,ELMORE COMMUNITY HOSPITAL,500 HOSPITAL DRIVE,WETUMPKA,AL,36092,ELMORE,Not Available,16.8,19.6,Not Available,15.6,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8 out of 10,8 out of 10,10 out of 10,7 out of 10,2 out of 10,6 out of 10,0 out of 10,1 out of 10,0 out of 10,Not Available,Not Available,0.88201,0 out of 10,0 out of 10,Not Available,Not Available,Not Available,37.2,Not Available,0,37.2,$405 ,$103 ,"$3,786 ",$291 ,"$1,641 ",$30 ,"$1,028 ",1.14,"44,928"
10099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,BREWTON,AL,36426,ESCAMBIA,Not Available,18.4,20.7,Not Available,14.4,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,19271,0 out of 10,10 out of 10,4 out of 10,Not Available,10 out of 10,4 out of 10,7 out of 10,4 out of 10,2 out of 10,10 out of 10,4 out of 10,0 out of 10,2 out of 10,6 out of 10,Not Available,Not Available,0.87765,0 out of 10,0 out of 10,0 out of 10,10 out of 10,9.1111111111,16.8,15,0,40.9111111111,$985 ,$103 ,"$1,497 ",$632 ,"$2,785 ",$84 ,$794 ,1.00,"31,264"
10100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36532,BALDWIN,14.9,18.6,19.6,5.1,14.2,0.214,0.987,0.446,0.622,0.609,0.917,23737,1 out of 10,3 out of 10,6 out of 10,8 out of 10,3 out of 10,7 out of 10,4 out of 10,4 out of 10,5 out of 10,6 out of 10,5 out of 10,9 out of 10,6 out of 10,3 out of 10,0 out of 10,0 out of 10,0.88593,10 out of 10,7 out of 10,1 out of 10,0 out of 10,11.0909090909,19.8,6.6,2,39.4909090909,"$1,065 ",$139 ,"$1,992 ",$523 ,"$2,323 ",$119 ,"$1,004 ",0.97,"54,296"
10101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,TALLADEGA,AL,35161,TALLADEGA,Not Available,19.8,22.6,Not Available,16.7,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,20994,10 out of 10,10 out of 10,10 out of 10,Not Available,0 out of 10,0 out of 10,3 out of 10,0 out of 10,1 out of 10,0 out of 10,3 out of 10,0 out of 10,0 out of 10,3 out of 10,Not Available,0 out of 10,0.86809,5 out of 10,10 out of 10,0 out of 10,2 out of 10,11.3333333333,7.2,5,0,23.5333333333,$755 ,$254 ,"$2,228 ",$792 ,"$2,333 ",$76 ,$894 ,0.97,N/A
10102,J PAUL JONES HOSPITAL,317 MCWILLIAMS AVENUE,CAMDEN,AL,36726,WILCOX,Not Available,Not Available,Not Available,Not Available,12.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$846 ,$426 ,"$2,304 ",$391 ,"$3,749 ",$53 ,$743 ,1.05,"20,162"
10103,BAPTIST MEDICAL CENTER-PRINCETON,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,35211,JEFFERSON,17.5,21.3,20.6,4.7,18.8,0.285,0.272,0.000,Not Available,4.936,0.763,20438,10 out of 10,7 out of 10,9 out of 10,4 out of 10,7 out of 10,5 out of 10,6 out of 10,2 out of 10,3 out of 10,5 out of 10,2 out of 10,4 out of 10,4 out of 10,4 out of 10,0 out of 10,0 out of 10,0.89086,10 out of 10,6 out of 10,7 out of 10,9 out of 10,14.5454545455,15.3,7.2,0,37.0454545455,$872 ,$110 ,"$2,486 ",$583 ,"$2,163 ",$138 ,"$1,139 ",0.99,"29,892"
10104,TRINITY MEDICAL CENTER,800 MONTCLAIR RD,BIRMINGHAM,AL,35213,JEFFERSON,16.1,21.8,19.8,5.8,14.7,0.311,0.573,0.231,Not Available,1.202,0.675,20072,10 out of 10,9 out of 10,9 out of 10,10 out of 10,8 out of 10,5 out of 10,5 out of 10,3 out of 10,6 out of 10,7 out of 10,5 out of 10,5 out of 10,6 out of 10,10 out of 10,8 out of 10,0 out of 10,0.83015,10 out of 10,10 out of 10,10 out of 10,10 out of 10,18.1818181818,18.6,8.4,0,45.1818181818,$748 ,$96 ,"$3,357 ",$462 ,"$1,530 ",$195 ,"$1,064 ",1.03,"90,936"
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,AUTAUGA,Not Available,18.1,24.2,Not Available,17.1,Not Available,0.000,Not Available,Not Available,Not Available,0.780,22842,10 out of 10,0 out of 10,Not Available,Not Available,10 out of 10,5 out of 10,3 out of 10,3 out of 10,7 out of 10,6 out of 10,4 out of 10,8 out of 10,4 out of 10,8 out of 10,Not Available,0 out of 10,0.85356,0 out of 10,0 out of 10,10 out of 10,0 out of 10,9.5,18,10,4,41.5,$706 ,$244 ,"$2,462 ",$555 ,"$2,647 ",$104 ,$959 ,1.00,"52,863"
10109,PICKENS COUNTY MEDICAL CENTER,241 ROBERT K WILSON DRIVE,CARROLLTON,AL,35447,PICKENS,Not Available,19.1,22.8,Not Available,14.8,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10 out of 10,Not Available,Not Available,0.86886,10 out of 10,10 out of 10,Not Available,Not Available,Not Available,Not Available,24,12,36,$649 ,$166 ,"$2,056 ",$325 ,"$2,844 ",$111 ,$825 ,0.97,"27,124"
10110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,UNION SPRINGS,AL,36089,BULLOCK,Not Available,16.7,21.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$185 ,$0 ,"$1,454 ",$311 ,"$3,470 ",$60 ,$479 ,1.00,"26,749"
10112,BRYAN W WHITFIELD MEM HOSP INC,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,MARENGO,Not Available,16.8,18.7,Not Available,15.2,Not Available,Not Available,Not Available,Not Available,Not Available,0.192,Not Available,0 out of 10,0 out of 10,0 out of 10,Not Available,Not Available,3 out of 10,7 out of 10,3 out of 10,6 out of 10,1 out of 10,5 out of 10,0 out of 10,0 out of 10,0 out of 10,Not Available,Not Available,0.87887,0 out of 10,0 out of 10,Not Available,0 out of 10,1.1428571429,14.7,12,0,27.8428571429,$387 ,$315 ,"$2,563 ",$326 ,"$1,521 ",$69 ,$783 ,1.05,"35,480"
10113,MOBILE INFIRMARY,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36652,MOBILE,16,21.4,23.5,5.7,18.4,0.180,0.924,0.278,0.000,1.331,0.525,24626,8 out of 10,6 out of 10,6 out of 10,7 out of 10,8 out of 10,5 out of 10,5 out of 10,2 out of 10,3 out of 10,7 out of 10,2 out of 10,4 out of 10,4 out of 10,0 out of 10,2 out of 10,2 out of 10,0.8901,0 out of 10,1 out of 10,10 out of 10,8 out of 10,12.1818181818,15.6,10.8,0,38.5818181818,$928 ,$176 ,"$2,829 ",$551 ,"$2,000 ",$162 ,"$1,033 ",0.99,N/A
10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,JEFFERSON,21,18.1,20.8,6.5,17.1,0.213,0.260,0.764,Not Available,0.708,0.443,20657,0 out of 10,0 out of 10,0 out of 10,Not Available,0 out of 10,0 out of 10,4 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,7 out of 10,3 out of 10,0.88659,0 out of 10,3 out of 10,1 out of 10,0 out of 10,4.2222222222,6,14.4,2,26.6222222222,$708 ,$161 ,"$3,132 ",$489 ,"$2,981 ",$118 ,"$1,010 ",1.00,N/A
10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,DALLAS,22.2,17.8,24.6,Not Available,18,0.000,1.104,1.185,Not Available,0.919,0.754,20424,10 out of 10,0 out of 10,10 out of 10,Not Available,10 out of 10,0 out of 10,3 out of 10,0 out of 10,0 out of 10,1 out of 10,5 out of 10,0 out of 10,0 out of 10,10 out of 10,2 out of 10,3 out of 10,0.89212,10 out of 10,8 out of 10,10 out of 10,7 out of 10,16.6666666667,9,16.8,0,42.4666666667,$750 ,$142 ,"$2,938 ",$607 ,"$2,442 ",$151 ,$967 ,0.99,"33,488"
10120,MONROE COUNTY HOSPITAL,"2016 SOUTH ALABAMA AVENUE, BOX 886",MONROEVILLE,AL,36460,MONROE,Not Available,15.9,18.1,Not Available,14.5,Not Available,Not Available,Not Available,Not Available,Not Available,0.760,Not Available,10 out of 10,0 out of 10,10 out of 10,Not Available,Not Available,10 out of 10,10 out of 10,10 out of 10,10 out of 10,10 out of 10,8 out of 10,5 out of 10,6 out of 10,0 out of 10,Not Available,Not Available,0.86561,10 out of 10,0 out of 10,Not Available,10 out of 10,12.8571428571,26.7,9,0,48.5571428571,$642 ,$179 ,"$1,150 ",$554 ,"$3,964 ",$67 ,$668 ,1.03,"33,389"
10125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E     POST OFFICE BOX 780,HALEYVILLE,AL,35565,WINSTON,Not Available,16.4,20.7,Not Available,15,Not Available,Not Available,Not Available,Not Available,Not Available,0.448,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 out of 10,5 out of 10,1 out of 10,1 out of 10,9 out of 10,6 out of 10,0 out of 10,0 out of 10,10 out of 10,Not Available,Not Available,0.89436,10 out of 10,2 out of 10,Not Available,Not Available,Not Available,18.375,24.375,7.5,50.25,$718 ,$252 ,"$1,332 ",$263 ,"$2,998 ",$108 ,$706 ,0.93,"31,198"
10126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,PIKE,Not Available,19.7,23.2,4.2,16.1,Not Available,0.739,Not Available,Not Available,Not Available,0.000,Not Available,10 out of 10,10 out of 10,10 out of 10,Not Available,10 out of 10,4 out of 10,9 out of 10,8 out of 10,2 out of 10,7 out of 10,4 out of 10,0 out of 10,1 out of 10,6 out of 10,Not Available,Not Available,0.89292,10 out of 10,0 out of 10,10 out of 10,5 out of 10,17.5555555556,18.6,22.5,12,70.6555555556,$761 ,$261 ,"$2,268 ",$369 ,"$2,167 ",$111 ,$886 ,0.92,"26,048"
10128,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,JACKSON,AL,36545,CLARKE,Not Available,16.5,19.3,Not Available,12.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$566 ,$461 ,"$1,067 ",$275 ,"$2,545 ",$178 ,$604 ,0.93,"30,880"
10129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,BAY MINETTE,AL,36507,BALDWIN,Not Available,19.3,22.1,Not Available,15.9,Not Available,Not Available,Not Available,Not Available,Not Available,0.541,Not Available,10 out of 10,10 out of 10,10 out of 10,Not Available,10 out of 10,5 out of 10,10 out of 10,7 out of 10,4 out of 10,2 out of 10,6 out of 10,2 out of 10,5 out of 10,0 out of 10,Not Available,Not Available,0.88423,3 out of 10,4 out of 10,Not Available,0 out of 10,22.8571428571,27,Not Available,25.7142857143,75.5714285714,$990 ,$74 ,"$1,691 ",$261 ,"$1,503 ",$82 ,$801 ,0.85,"45,716"
10130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,35125,SAINT CLAIR,Not Available,17.5,21.1,Not Available,17.8,Not Available,3.676,Not Available,Not Available,Not Available,0.461,Not Available,Not Available,Not Available,Not Available,Not Available,10 out of 10,7 out of 10,8 out of 10,8 out of 10,8 out of 10,9 out of 10,8 out of 10,6 out of 10,8 out of 10,5 out of 10,Not Available,0 out of 10,0.87996,4 out of 10,1 out of 10,Not Available,10 out of 10,13.2,24.6,8,14,59.8,$688 ,$169 ,"$1,560 ",$418 ,"$2,066 ",$87 ,$979 ,0.91,"43,148"
10131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,MADISON,18.5,18.3,20.8,4.9,14.2,1.722,0.989,0.306,Not Available,0.000,0.404,19376,9 out of 10,9 out of 10,7 out of 10,Not Available,10 out of 10,4 out of 10,3 out of 10,1 out of 10,2 out of 10,5 out of 10,5 out of 10,7 out of 10,4 out of 10,0 out of 10,3 out of 10,6 out of 10,0.86993,0 out of 10,10 out of 10,3 out of 10,7 out of 10,11.2,15.3,11.4,0,37.9,$705 ,$128 ,"$1,853 ",$347 ,"$2,424 ",$132 ,"$1,056 ",0.99,"60,686"
10138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,AL,36925,SUMTER,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$472 ,$625 ,"$1,355 ",$314 ,"$2,455 ",$39 ,$652 ,0.99,"21,448"
10139,BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,JEFFERSON,17.5,20.2,21.9,4.9,16.7,0.901,1.142,0.768,0.225,1.086,0.494,24453,8 out of 10,6 out of 10,4 out of 10,9 out of 10,8 out of 10,2 out of 10,6 out of 10,1 out of 10,4 out of 10,4 out of 10,2 out of 10,4 out of 10,3 out of 10,6 out of 10,4 out of 10,6 out of 10,0.87093,7 out of 10,0 out of 10,4 out of 10,2 out of 10,11.6363636364,14.1,12,2,39.7363636364,$764 ,$112 ,"$3,277 ",$398 ,"$1,652 ",$157 ,"$1,107 ",1.02,"53,792"
10144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,17.1,19,23.1,5.8,14.7,0.228,1.819,1.448,Not Available,1.418,0.300,24708,5 out of 10,1 out of 10,8 out of 10,0 out of 10,9 out of 10,1 out of 10,4 out of 10,1 out of 10,3 out of 10,0 out of 10,1 out of 10,3 out of 10,2 out of 10,2 out of 10,0 out of 10,3 out of 10,0.8906,10 out of 10,8 out of 10,0 out of 10,0 out of 10,10.3636363636,10.2,11.4,0,31.9636363636,$957 ,$219 ,"$1,915 ",$516 ,"$2,522 ",$178 ,"$1,109 ",1.00,"49,568"
10146,RMC JACKSONVILLE,1701 SOUTH PELHAM ROAD,JACKSONVILLE,AL,36265,CALHOUN,Not Available,19.6,19.9,Not Available,16.3,Not Available,Not Available,Not Available,Not Available,Not Available,0.343,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3 out of 10,5 out of 10,3 out of 10,3 out of 10,2 out of 10,1 out of 10,0 out of 10,2 out of 10,0 out of 10,Not Available,Not Available,0.83747,0 out of 10,0 out of 10,Not Available,Not Available,Not Available,14.25,13.125,0,27.375,$514 ,$200 ,"$2,665 ",$309 ,"$2,907 ",$54 ,$806 ,1.07,"37,638"
10148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,CONECUH,Not Available,18.3,23.2,Not Available,16,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4 out of 10,10 out of 10,4 out of 10,4 out of 10,1 out of 10,6 out of 10,2 out of 10,4 out of 10,0 out of 10,Not Available,3 out of 10,0.87369,0 out of 10,0 out of 10,Not Available,Not Available,Not Available,20.625,18.75,20,59.375,$711 ,$132 ,"$1,392 ",$414 ,"$1,917 ",$110 ,$655 ,0.88,"26,979"
10149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,MONTGOMERY,20.4,20.8,22.3,6.3,15.5,0.000,0.691,0.000,0.186,0.399,0.343,24048,10 out of 10,10 out of 10,0 out of 10,Not Available,4 out of 10,5 out of 10,7 out of 10,4 out of 10,8 out of 10,5 out of 10,2 out of 10,7 out of 10,6 out of 10,8 out of 10,Not Available,6 out of 10,0.90012,0 out of 10,0 out of 10,5 out of 10,10 out of 10,11.5555555556,19.2,25.5,2,58.2555555556,$722 ,$181 ,"$3,770 ",$882 ,"$1,098 ",$120 ,"$1,036 ",1.00,"66,917"
10150,L V STABLER MEMORIAL HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,36037,BUTLER,Not Available,16.3,18.2,4.4,13.9,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,10 out of 10,10 out of 10,0 out of 10,Not Available,10 out of 10,1 out of 10,9 out of 10,3 out of 10,0 out of 10,7 out of 10,5 out of 10,3 out of 10,3 out of 10,0 out of 10,Not Available,Not Available,0.88667,10 out of 10,10 out of 10,10 out of 10,10 out of 10,22.2222222222,21,Not Available,5.7142857143,48.9365079365,"$1,004 ",$241 ,"$1,464 ",$460 ,"$2,866 ",$97 ,$741 ,0.96,"31,849"
10157,SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,35661,COLBERT,Not Available,19.3,21.5,4.1,17.9,Not Available,2.311,Not Available,Not Available,0.000,0.204,Not Available,10 out of 10,2 out of 10,5 out of 10,Not Available,8 out of 10,3 out of 10,5 out of 10,1 out of 10,1 out of 10,0 out of 10,6 out of 10,0 out of 10,2 out of 10,0 out of 10,Not Available,Not Available,0.87167,1 out of 10,0 out of 10,0 out of 10,0 out of 10,8.8888888889,10.8,9,4,32.6888888889,"$1,018 ",$205 ,"$3,235 ",$268 ,"$2,226 ",$103 ,"$1,043 ",1.06,"47,284"
