Zip,Provider Id,Hospital_Name,Address,lat,lng,Expenditures,OP_6,OP_7,SCIP_INF_3,SCIP_CARD_2,SCIP_VTE_2,SCIP_INF_9,PN_6,HF_1,HF_2,IMM_2,Don't recommend,Recommend,Might recommend,Low rating,Medium rating,High rating,Inc. Cat,Inc Cat,Cost category,Efficiency
28052,340032,CAROMONT REGIONAL MEDICAL CENTER,2525 COURT DR,,,"$18,118",99,100,100,99,100,100,100,97,100,98,5,67,28,6,20,74,0,medium,low,0.0055
92807,50609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY,441 N LAKEVIEW AVENUE,,,"$14,664",N/A,N/A,100,99,100,99,100,100,100,96,2,85,13,4,11,85,2,medium,low,0.0068
92804,50426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,33.8255695,-117.994521,"$22,503",N/A,N/A,100,100,100,98,100,99,100,100,12,60,28,16,27,57,1,medium,medium,0.0044
92805,50744,WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,33.8197768,-117.9094025,"$23,184",100,93,98,94,90,100,100,100,100,90,10,65,25,10,24,66,1,medium,medium,0.0042
92801,50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,33.8472942,-117.9340465,"$21,357",99,97,96,92,98,97,97,87,99,98,7,64,29,10,27,63,1,medium,medium,0.0045
89521,290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,39.4362168,-119.7596142,"$15,520",96,100,100,100,100,100,100,100,100,100,3,81,16,7,19,74,1,medium,low,0.0064
51360,160124,LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71,43.4177037,-95.1247946,"$14,776",88,88,95,90,95,94,95,N/A,100,95,3,74,23,4,19,77,2,medium,low,0.0063
57006,430008,BROOKINGS HOSPITAL,300 22ND AVE,44.3077597,-96.7669326,"$13,343",96,100,95,93,100,100,89,100,97,99,4,72,24,6,20,74,1,low,low,0.0073
60098,140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,3701 DOTY ROAD,,,"$17,716",98,98,98,99,100,99,95,83,100,98,6,68,26,10,24,66,1,medium,low,0.0055
60099,140100,MIDWESTERN REGION MED CENTER,2520 ELISHA AVENUE,42.4484725,-87.8277999,"$27,910",98,66,99,100,100,98,N/A,N/A,N/A,95,0,89,11,2,11,87,1,high,medium,0.0034
49242,230037,HILLSDALE COMMUNITY HEALTH CENTER,168 S HOWELL STREET,41.9118028,-84.6329427,"$15,254",100,92,99,98,99,98,95,81,100,100,5,58,37,7,28,65,1,medium,low,0.0063
54720,520196,OAKLEAF SURGICAL HOSPITAL,1000 OAKLEAF WAY,44.8152868,-91.4531136,"$18,222",99,100,98,98,100,100,N/A,N/A,N/A,98,2,92,6,3,6,91,1,medium,low,0.0054
78520,450028,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",1040 W JEFFERSON ST,,,"$22,506",85,97,100,99,93,98,100,96,100,98,5,71,24,8,19,73,0,medium,medium,0.0043
54729,520017,ST JOSEPHS HOSPITAL,2661 COUNTY HWY I,44.9512583,-91.3598826,"$14,382",98,100,98,100,99,97,100,89,100,95,3,77,20,6,14,80,1,medium,low,0.0068
78526,450662,VALLEY REGIONAL MEDICAL CENTER,100 A ALTON GLOOR,25.977804,-97.514421,"$20,650",99,100,100,100,100,100,98,100,100,100,7,68,25,10,23,67,1,medium,medium,0.0048
67042,170017,SUSAN B ALLEN MEMORIAL HOSPITAL,720 W CENTRAL ST,37.8183706,-96.8582183,"$17,226",99,100,100,93,96,94,95,95,100,96,2,74,24,5,17,78,1,medium,low,0.0056
30912,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,32.1656221,-82.9000751,"$22,268",100,99,99,99,100,100,96,86,100,99,7,71,22,11,20,69,0,medium,medium,0.0044
31069,110153,PERRY HOSPITAL,1120 MORNINGSIDE DR,32.45961,-83.709672,"$14,561",N/A,N/A,100,100,100,100,98,95,100,97,2,78,20,3,19,78,1,medium,low,0.0068
31063,110190,FLINT RIVER COMMUNITY HOSPITAL,"509 SUMTER STREET, BOX 770",43.0125274,-83.6874562,"$14,277",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,10,69,21,11,15,74,0,medium,low,0.0002
31061,110150,OCONEE REGIONAL MEDICAL CENTER,821 N COBB STREET  POST OFFICE BOX 690,,,"$15,153",96,98,99,100,98,96,98,95,99,100,6,65,29,9,23,68,1,medium,low,0.0065
55092,240050,FAIRVIEW LAKES MEDICAL CENTER,5200 FAIRVIEW BOULEVARD,45.3219495,-93.0005981,"$14,548",100,100,100,100,100,100,100,98,100,100,4,69,27,6,24,70,2,medium,low,0.0069
34748,100084,LEESBURG REGIONAL MEDICAL CENTER,600 E DIXIE AVE,28.8077845,-81.8685337,"$19,952",98,96,98,97,98,94,99,87,98,94,7,60,33,12,31,57,1,medium,medium,0.0048
34741,100110,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,28.299464,-81.410206,"$19,910",99,97,99,99,100,98,99,100,100,99,12,60,28,15,27,58,1,medium,medium,0.005
50112,160147,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,41.7426183,-92.7343077,"$14,431",100,96,100,100,100,100,98,92,100,97,3,73,24,5,18,77,1,medium,low,0.0068
61554,140120,PEKIN MEMORIAL HOSPITAL,600 SOUTH 13TH STREET,38.4473196,-122.7081967,"$16,416",100,98,98,99,99,99,97,96,100,98,6,62,32,9,26,65,1,medium,low,0.006
77437,450694,EL CAMPO MEMORIAL HOSPITAL,303 SANDY CORNER RD,,,"$17,291",N/A,N/A,N/A,N/A,N/A,N/A,N/A,93,100,95,1,71,28,5,19,76,1,medium,low,0.0056
98225,500030,PEACEHEALTH ST JOSEPH MEDICAL CENTER,2901 SQUALICUM PARKWAY,48.7736482,-122.4736623,"$18,342",99,99,99,99,99,98,99,96,100,95,2,77,21,4,28,68,1,medium,low,0.0054
98221,500007,ISLAND HOSPITAL,1211  24TH STREET,48.5016557,-122.6151067,"$17,326",95,98,98,98,98,97,91,89,97,92,2,84,14,5,16,79,1,medium,low,0.0055
98223,500060,CASCADE VALLEY HOSPITAL,330 S STILLAGUAMISH AVE,48.1889034,-122.1174373,"$15,736",100,96,97,91,99,100,100,100,98,95,5,72,23,7,25,68,1,medium,low,0.0062
85364,30013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,32.6827424,-114.6350583,"$19,373",95,93,96,96,98,97,98,100,99,97,5,66,29,9,24,67,1,medium,low,0.005
84094,460044,ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,40.580076,-111.855297,"$18,187",100,99,100,98,99,99,99,91,100,98,3,76,21,5,21,74,1,medium,low,0.0054
75231,670049,NORTH CENTRAL SURGICAL CENTER LLP,9301 NORTH CENTRAL EXPRESSWAY SUITE 100,8.1995638,80.6326916,"$22,388",100,100,100,100,99,100,N/A,N/A,N/A,100,1,91,8,3,8,89,1,medium,medium,0.0045
75231,450889,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,7115 GREENVILLE AVENUE SUITE 100,31.9685988,-99.9018131,"$24,003",95,100,99,N/A,100,100,N/A,N/A,N/A,85,1,88,11,2,9,89,1,medium,medium,0.004
75231,450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,8200 WALNUT HILL LANE,32.881768,-96.764145,"$22,120",98,97,99,99,98,99,98,99,100,99,4,79,17,7,18,75,1,medium,medium,0.0045
39652,250049,BEACHAM MEMORIAL HOSPITAL,205 N CHERRY ST,31.1453042,-90.4594905,"$12,968",N/A,N/A,N/A,N/A,N/A,N/A,34,93,78,57,2,74,24,5,24,71,0,low,low,0.0051
71263,190081,WEST CARROLL MEMORIAL HOSPITAL,706 ROSS STREET,,,"$13,928",N/A,N/A,N/A,N/A,N/A,N/A,66,100,9,8,4,67,29,5,22,73,0,medium,low,0.0033
71269,190151,RICHARDSON MEDICAL CENTER,254 HIGHWAY 3048,32.4633278,-91.7489811,"$13,555",N/A,N/A,100,N/A,100,N/A,95,76,70,66,6,59,35,8,19,73,1,medium,low,0.0062
33033,100125,HOMESTEAD HOSPITAL,975 BAPTIST WAY,25.4797124,-80.4303762,"$19,446",87,100,98,100,100,100,99,100,100,100,4,79,17,7,16,77,1,medium,low,0.0051
37620,440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,ONE MEDICAL PARK BLVD,36.5861231,-82.2557696,"$20,992",99,99,98,99,100,97,99,100,100,99,2,76,22,7,18,75,1,medium,medium,0.0047
71483,190090,WINN PARISH MEDICAL CENTER,301 W BOUNDARY STREET,31.9196124,-92.6586401,"$17,134",N/A,N/A,N/A,N/A,N/A,N/A,92,94,95,93,2,51,47,7,26,67,0,medium,low,0.0055
13905,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,40.8158821,-73.9623705,"$16,363",96,98,99,99,99,92,99,99,97,93,5,75,20,9,18,73,1,medium,low,0.0059
18105,390133,LEHIGH VALLEY HOSPITAL,1200 SOUTH CEDAR CREST BOULVARD,40.5663962,-75.5225747,"$20,854",99,98,99,98,99,100,96,97,100,96,3,80,17,6,19,75,1,medium,medium,0.0047
18104,390321,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,1503 CEDAR CREST BOULEVARD,,,"$22,893",100,99,100,100,100,100,N/A,N/A,N/A,49,2,88,10,4,8,88,1,medium,medium,0.004
18102,390197,SACRED HEART HOSPITAL,421 CHEW STREET,40.607976,-75.468174,"$18,561",97,100,99,97,97,97,94,97,99,94,8,61,31,12,25,63,0,medium,low,0.0052
30076,110198,NORTH FULTON HOSPITAL,3000 HOSPITAL BOULEVARD,34.0634858,-84.3206331,"$18,244",99,99,97,95,97,94,93,98,99,98,9,70,21,9,25,66,1,medium,low,0.0053
38261,440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,"1201 BISHOP ST, PO BOX 310",36.414297,-89.045079,"$18,432",100,100,98,100,100,100,97,94,100,99,3,71,26,6,17,77,1,medium,low,0.0054
30078,110192,EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,33.8774928,-84.021112,"$19,465",100,99,99,99,98,96,99,100,100,91,9,66,25,12,27,61,2,medium,low,0.005
11229,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,40.7127837,-74.0059413,"$18,653",100,84,100,100,98,98,100,100,99,96,9,58,33,18,28,54,1,medium,low,0.0052
47362,150030,HENRY COUNTY MEMORIAL HOSPITAL,1000 N 16TH ST,,,"$17,688",99,98,99,98,100,100,96,95,100,99,2,76,22,4,18,78,1,medium,low,0.0056
11220,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,40.6468716,-74.0208925,"$19,740",100,98,97,95,99,100,93,99,100,93,9,57,34,13,31,56,1,medium,medium,0.0049
88101,320022,PLAINS REGIONAL MEDICAL CENTER,"2100 N MARTIN LUTHER KING, JR, BLVD",34.420536,-103.233161,"$14,890",98,98,97,92,99,98,97,85,97,59,7,53,40,9,31,60,1,medium,low,0.0062
64730,260034,BATES COUNTY MEMORIAL HOSPITAL,615 W NURSERY ST,38.2486405,-94.3427054,"$14,175",N/A,N/A,91,100,94,100,95,94,97,99,6,63,31,11,26,63,0,medium,low,0.0068
64735,260175,GOLDEN VALLEY MEMORIAL HOSPITAL,1600 N 2ND ST,38.3896418,-93.768745,"$14,306",100,100,99,99,98,100,95,100,97,96,6,69,25,7,19,74,1,medium,low,0.0069
63701,260110,SOUTHEAST MISSOURI HOSPITAL,1701 LACEY ST,37.3107738,-89.5400808,"$18,883",97,97,98,96,98,97,98,80,100,87,3,80,17,4,17,79,1,medium,low,0.005
63703,260183,SAINT FRANCIS MEDICAL CENTER,211 ST FRANCIS DR,37.3034221,-89.5714847,"$19,577",99,95,98,95,95,94,91,91,99,88,3,82,15,5,15,80,0,medium,medium,0.0048
64086,260216,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,100 N E SAINT LUKE'S BOULEVARD,,,"$16,760",100,100,99,100,100,97,97,98,100,96,2,84,14,4,16,80,2,medium,low,0.0059
49735,230133,OTSEGO MEMORIAL HOSPITAL,825 N CENTER AVE,45.0355085,-84.6754027,"$16,017",95,99,97,98,99,99,93,90,98,97,5,73,22,8,18,74,1,medium,low,0.006
49738,230058,MERCY HOSPITAL - GRAYLING,1100 E MICHIGAN AVE,,,"$14,833",100,96,99,100,99,99,100,100,100,98,4,76,20,6,17,77,1,medium,low,0.0067
46902,150007,COMMUNITY HOWARD REGIONAL HEALTH INC,3500 S LAFOUNTAIN ST,,,"$19,288",93,99,96,96,98,98,95,90,99,98,5,70,25,8,22,70,1,medium,low,0.005
10591,330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,,,"$18,891",100,95,99,98,100,99,98,100,100,100,3,78,19,6,20,74,2,medium,low,0.0052
10595,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,41.0877076,-73.8040329,"$25,352",98,98,96,99,100,97,96,95,99,95,13,52,35,19,31,50,2,medium,medium,0.0038
29536,420005,MCLEOD MEDICAL CENTER - DILLON,301 E JACKSON ST,,,"$13,564",87,100,92,89,99,100,97,97,99,98,4,70,26,5,20,75,0,medium,low,0.0071
92103,50077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,32.7514462,-117.160565,"$20,875",94,94,99,100,98,99,97,92,100,98,7,69,24,10,25,65,1,medium,medium,0.0047
92103,50025,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,200 WEST ARBOR DRIVE,32.7543811,-117.1659684,"$21,218",95,99,96,99,99,100,95,89,100,92,4,79,17,6,21,73,1,medium,medium,0.0045
32501,100093,BAPTIST HOSPITAL,1000 W MORENO ST,30.4302927,-87.2313531,"$20,690",97,97,99,100,100,100,99,97,100,95,4,78,18,7,17,76,0,medium,medium,0.0048
32504,100025,SACRED HEART HOSPITAL,5151 N 9TH AVE,30.476557,-87.212451,"$20,332",100,97,97,99,98,95,97,94,100,75,5,75,20,8,22,70,1,medium,medium,0.0047
93274,50359,TULARE REGIONAL MEDICAL CENTER,869 CHERRY AVENUE,36.2212849,-119.3385669,"$16,650",95,98,100,100,99,100,97,100,99,88,11,51,38,17,28,55,1,medium,low,0.0059
98029,500152,SWEDISH ISSAQUAH,751 NE BLAKELY DR,47.5362852,-122.0218802,"$19,767",100,100,99,98,100,99,98,100,100,92,4,82,14,6,15,79,2,medium,medium,0.005
98026,500026,SWEDISH EDMONDS HOSPITAL,21601 76TH AVENUE WEST,,,"$19,107",96,95,98,96,99,96,97,84,100,89,7,63,30,11,30,59,2,medium,low,0.005
57703,430091,BLACK HILLS SURGICAL HOSPITAL LLP,216 ANAMARIA DR,,,"$20,869",100,100,100,98,100,99,N/A,N/A,N/A,99,1,95,4,1,6,93,1,medium,medium,0.0048
57701,430077,RAPID CITY REGIONAL HOSPITAL,353 FAIRMONT BLVD  POST OFFICE BOX 6000,44.0805434,-103.2310149,"$19,407",96,99,97,98,97,93,96,74,99,88,5,68,27,9,24,67,1,medium,low,0.0048
60115,140286,KISHWAUKEE COMMUNITY HOSPITAL,ONE KISH HOSPITAL DRIVE,,,"$17,521",100,100,98,100,100,100,100,100,100,100,4,70,26,6,20,74,1,medium,low,0.0057
97225,380004,PROVIDENCE ST VINCENT MEDICAL CENTER,9205 SW BARNES ROAD,,,"$19,274",97,97,99,99,96,98,96,97,99,73,2,81,17,5,21,74,1,medium,low,0.0049
97227,380007,LEGACY EMANUEL MEDICAL CENTER,2801 N GANTENBEIN AVENUE,,,"$19,586",96,96,97,99,97,97,100,98,100,80,2,80,18,5,22,73,1,medium,medium,0.0049
97222,380082,PROVIDENCE MILWAUKIE HOSPITAL,10150 SE 32ND AVENUE,,,"$16,408",71,75,100,97,99,95,97,96,100,80,3,81,16,5,21,74,1,medium,low,0.0055
29414,420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,2095 HENRY TECKLENBURG DRIVE,,,"$21,126",100,100,98,100,100,98,100,100,100,99,4,80,16,6,16,78,1,medium,medium,0.0047
67235,170200,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",14800 WEST ST TERESA,,,"$15,031",N/A,N/A,97,98,99,99,100,100,100,96,2,87,11,3,8,89,2,medium,low,0.0066
76048,450596,LAKE GRANBURY MEDICAL CENTER,1310 PALUXY RD,,,"$20,966",99,99,98,99,100,98,99,94,100,99,9,63,28,12,25,63,1,medium,medium,0.0047
30274,110165,SOUTHERN REGIONAL MEDICAL CENTER,"11 UPPER RIVERDALE ROAD, SW",,,"$18,817",99,96,98,98,99,96,92,62,97,95,15,48,37,21,25,54,1,medium,low,0.005
76043,450451,GLEN ROSE MEDICAL CENTER,1021 HOLDEN STREET,,,"$15,144",100,75,N/A,N/A,N/A,N/A,97,45,92,92,2,81,17,4,19,77,0,medium,low,0.0055
80218,60014,PRESBYTERIAN ST LUKES MEDICAL CENTER,1719 E 19TH AVE,,,"$23,589",98,98,100,100,100,98,100,97,100,98,5,73,22,8,22,70,1,medium,medium,0.0042
80218,60028,EXEMPLA SAINT JOSEPH HOSPITAL,1835 FRANKLIN ST,,,"$21,732",99,99,99,100,100,99,96,99,100,97,3,76,21,6,20,74,1,medium,medium,0.0045
23185,490143,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,1500 COMMONWEALTH AVENUE,,,"$16,277",100,100,100,100,100,100,100,N/A,100,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2,medium,low,0.0061
23188,490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,100 SENTARA CIRCLE,,,"$16,319",98,86,100,100,99,99,95,99,100,97,2,82,16,4,18,78,2,medium,low,0.006
23454,490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,,,"$18,765",96,95,100,99,100,99,97,100,100,93,3,80,17,4,18,78,2,medium,low,0.0052
23456,490119,SENTARA PRINCESS ANNE HOSPITAL,2025 GLENN MITCHELL DRIVE,,,"$18,298",99,98,100,100,99,100,99,97,100,96,3,84,13,5,16,79,2,medium,low,0.0054
95630,50414,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,,,"$16,277",93,96,100,99,99,100,99,95,100,99,8,73,19,12,18,70,2,medium,low,0.006
92663,50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,,,"$24,016",98,99,100,99,99,96,98,97,100,87,3,86,11,5,13,82,2,medium,medium,0.0041
75601,450037,GOOD SHEPHERD MEDICAL CENTER,700 EAST MARSHALL AVENUE,,,"$20,104",99,99,98,99,100,99,100,94,100,95,4,75,21,8,21,71,1,medium,medium,0.0049
75605,450702,LONGVIEW REGIONAL MEDICAL CENTER,2901 N FOURTH ST,,,"$20,499",100,99,99,98,99,98,98,100,100,99,4,76,20,7,20,73,1,medium,medium,0.0048
38401,440073,MAURY REGIONAL HOSPITAL,1224 TROTWOOD AVE,,,"$19,982",99,99,98,96,100,99,92,97,100,100,4,77,19,6,19,75,1,medium,medium,0.0049
70072,190039,WEST JEFFERSON MEDICAL CENTER,1101 MEDICAL CENTER BLVD,,,"$21,596",99,99,99,100,99,100,99,98,100,98,3,75,22,6,18,76,1,medium,medium,0.0046
70070,190079,ST CHARLES PARISH HOSPITAL,1057 PAUL MAILLARD ROAD,,,"$15,586",100,96,75,82,100,N/A,88,100,96,97,6,67,27,8,25,67,1,medium,low,0.0059
70380,190014,TECHE REGIONAL MEDICAL CENTER,1125 MARGUERITE STREET,,,"$17,085",98,90,93,71,88,73,79,97,97,93,8,61,31,10,28,62,1,medium,low,0.0051
36033,10047,GEORGIANA MEDICAL CENTER,515 N MIRANDA AVENUE,,,"$10,497",N/A,N/A,N/A,N/A,N/A,N/A,76,N/A,N/A,95,4,77,19,6,15,79,0,low,low,0.0081
36037,10150,L V STABLER MEMORIAL HOSPITAL,29 L V STABLER DRIVE,,,"$14,089",N/A,N/A,97,100,100,100,100,97,100,100,3,67,30,9,18,73,0,medium,low,0.007
18603,390072,BERWICK HOSPITAL CENTER,701 EAST 16TH STREET,,,"$15,579",100,97,99,93,100,91,95,97,100,100,6,63,31,8,29,63,1,medium,low,0.0062
39759,250050,OCH REGIONAL MEDICAL CENTER,400 HOSPITAL ROAD,,,"$17,078",89,96,90,84,90,96,90,84,98,71,2,75,23,5,19,76,0,medium,low,0.0052
44077,360098,LAKE HEALTH,7590 AUBURN ROAD,,,"$19,499",97,97,98,99,100,100,99,97,100,100,5,68,27,9,24,67,1,medium,low,0.0051
19152,390204,NAZARETH HOSPITAL,2601 HOLME AVE,,,"$20,854",100,100,100,99,99,98,100,100,100,98,11,60,29,14,27,59,1,medium,medium,0.0048
80751,60076,STERLING REGIONAL MEDCENTER,615 FAIRHURST ST,,,"$15,822",100,91,94,82,95,100,100,100,100,99,4,67,29,5,19,76,1,medium,low,0.0061
99204,500054,PROVIDENCE SACRED HEART MEDICAL CENTER,101 WEST 8TH AVENUE,,,"$23,326",96,98,99,99,100,100,92,95,100,81,3,77,20,7,23,70,0,medium,medium,0.0041
99208,500077,PROVIDENCE HOLY FAMILY HOSPITAL,5633 NORTH LIDGERWOOD,,,"$19,202",98,98,99,97,99,100,99,92,99,84,5,72,23,8,24,68,1,medium,low,0.005
83001,530015,ST JOHNS MEDICAL CENTER,625 EAST BROADWAY,,,"$15,239",94,95,99,100,99,98,93,89,100,97,2,77,21,7,19,74,1,medium,low,0.0063
90004,50111,TEMPLE COMMUNITY HOSPITAL,235 N HOOVER ST,,,"$25,294",100,100,100,N/A,100,100,N/A,100,100,100,14,60,26,14,27,59,1,medium,medium,0.004
63110,260105,ST LOUIS UNIVERSITY HOSPITAL,3635 VISTA AVE,,,"$20,918",98,98,98,99,100,98,98,100,100,98,4,76,20,6,23,71,1,medium,medium,0.0047
63110,260032,BARNES JEWISH HOSPITAL,ONE BARNES-JEWISH HOSPITAL PLAZA,,,"$22,863",98,99,100,99,100,100,100,99,100,93,3,78,19,5,18,77,1,medium,medium,0.0043
63117,260091,SSM ST MARYS HEALTH CENTER,6420 CLAYTON RD,,,"$20,037",99,100,97,98,99,99,100,100,100,99,2,77,21,5,19,76,1,medium,medium,0.0049
63118,260210,ST ALEXIUS HOSPITAL,3933 S BROADWAY,,,"$17,679",90,88,91,77,87,43,87,47,98,83,14,52,34,16,27,57,0,medium,low,0.0045
54956,520045,THEDA CLARK MEDICAL CENTER,130 2ND ST,,,"$19,521",99,99,96,99,98,97,98,95,99,91,3,79,18,5,19,76,1,medium,medium,0.005
62864,140294,CROSSROADS COMMUNITY HOSPITAL,8 DOCTORS PARK ROAD,,,"$17,270",99,100,97,98,99,98,100,82,100,100,6,72,22,8,20,72,1,medium,low,0.0056
62864,140046,GOOD SAMARITAN REGIONAL HLTH CENTER,1 GOOD SAMARITAN WAY,,,"$19,749",99,97,98,100,100,96,98,99,100,98,4,75,21,6,18,76,1,medium,medium,0.005
48093,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,,,"$20,052",99,97,99,99,99,100,97,99,100,95,8,61,31,12,28,60,1,medium,medium,0.0049
48091,230264,SOUTHEAST MICHIGAN SURGICAL HOSPITAL,21230 DEQUINDRE ROAD,,,"$19,155",100,96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,0,84,16,0,12,88,1,medium,low,0.0051
45069,360354,"WEST CHESTER HOSPITAL, LLC",7700 UNIVERSITY DRIVE,,,"$19,916",98,98,99,99,99,98,97,87,100,100,3,84,13,4,15,81,2,medium,medium,0.0049
28560,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,,,"$18,226",98,92,95,98,98,98,92,85,100,91,4,75,21,7,21,72,1,medium,low,0.0052
62246,140137,GREENVILLE REGIONAL HOSPITAL,200 HEALTHCARE DR,,,"$13,311",N/A,N/A,N/A,N/A,N/A,N/A,98,94,75,92,8,63,29,9,19,72,1,low,low,0.0067
34208,100035,MANATEE MEMORIAL HOSPITAL,206 2ND ST E,,,"$21,003",99,98,99,99,97,99,100,100,100,96,7,68,25,10,23,67,1,medium,medium,0.0047
34209,100213,BLAKE MEDICAL CENTER,2020 59TH ST W,,,"$20,485",100,99,100,100,100,98,100,96,100,99,7,67,26,11,26,63,1,medium,medium,0.0048
34202,100299,LAKEWOOD RANCH MEDICAL CENTER,8330 LAKEWOOD RANCH BLVD,,,"$18,575",95,99,97,90,99,99,98,100,100,99,7,70,23,9,23,68,2,medium,low,0.0053
35150,10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,,,"$15,260",100,100,98,98,100,100,100,100,100,100,6,66,28,8,24,68,0,medium,low,0.0065
98362,500072,OLYMPIC MEDICAL CENTER,939 CAROLINE ST,,,"$17,388",96,98,98,99,97,96,98,94,100,92,4,70,26,6,28,66,1,medium,low,0.0056
78840,450154,VAL VERDE REGIONAL MEDICAL CENTER,801 BEDELL AVE,,,"$17,500",89,92,97,100,96,88,88,99,100,82,8,58,34,12,30,58,1,medium,low,0.0053
73099,370211,INTEGRIS CANADIAN VALLEY  HOSPITAL,1201 HEALTH CENTER PARKWAY,,,"$18,031",96,96,99,92,97,96,93,100,96,99,5,72,23,7,20,73,1,medium,low,0.0053
36545,10128,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,,,"$11,349",N/A,N/A,N/A,N/A,N/A,N/A,80,100,100,96,5,73,22,5,23,72,0,low,low,0.0083
33990,100244,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,,,"$18,279",98,97,94,100,98,95,98,97,100,81,7,66,27,10,26,64,1,medium,low,0.0052
91505,50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA,,,"$21,784",100,99,99,99,100,100,90,90,99,94,3,79,18,6,19,75,1,medium,medium,0.0045
44130,360155,SOUTHWEST GENERAL HEALTH CENTER,18697 BAGLEY ROAD,,,"$18,840",99,98,100,99,99,98,97,95,100,93,4,74,22,8,23,69,1,medium,low,0.0052
45885,360032,GRAND LAKE HEALTH SYSTEM,200 SAINT CLAIR STREET,,,"$14,806",92,97,94,96,99,95,98,94,100,94,3,69,28,8,22,70,1,medium,low,0.0065
29902,420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,955 RIBAUT RD,,,"$17,526",99,96,98,98,100,100,99,99,100,93,3,73,24,7,22,71,1,medium,low,0.0056
10990,330205,ST ANTHONY COMMUNITY HOSPITAL,15 - 19  MAPLE AVENUE,,,"$18,508",100,97,100,98,98,98,92,100,100,99,8,68,24,10,22,68,2,medium,low,0.0053
46219,150074,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,,,"$17,073",99,98,100,98,97,93,96,98,100,82,5,70,25,8,22,70,1,medium,low,0.0056
48118,230259,ST JOSEPH MERCY CHELSEA,775 S MAIN ST,,,"$17,695",98,98,99,100,99,100,100,100,100,97,2,87,11,3,12,85,2,medium,low,0.0056
63090,260052,MERCY HOSPITAL WASHINGTON,901 EAST 5TH STREET,,,"$17,709",100,100,99,98,98,99,98,98,100,98,4,69,27,7,22,71,1,medium,low,0.0056
78258,450856,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,18600 NORTH HARDY OAK BLVD,,,"$26,907",100,100,99,96,100,100,N/A,N/A,N/A,96,1,90,9,2,11,87,3,high,medium,0.0037
78258,670055,METHODIST STONE OAK HOSPITAL,1139 E SONTERRA BLVD,,,"$22,000",100,100,99,99,100,99,99,100,100,100,7,74,19,9,17,74,3,medium,medium,0.0045
